esperanto,kanji,priority,source_root,source_line
aŝok,木ᴬˢ̂,0,as^ok,444
astrakant,木ᴬˢᵀ,0,astrakant,564
aleŭrit,木ᴬᴸᴱ,0,aleu^rit,423
anamirt,木ᴬᴺᴬ,0,anamirt,425
aŭkub,木ᴬᵁ̆,0,au^kub,386
amelanĉ,木ᴬᶜ̂,0,amelanc^,424
baŭhini,木ᴮᵁ̆,0,bau^hini,427
eŭgeni,木ᴱᵁ̆,0,eu^geni,416
gaŭlteri,木ᴳᵁ̆,0,gau^lteri,538
ksiloste,木ᴷˢᴵ,0,ksiloste,546
kastane,木ᴷᴬˢ,0,kastane,509
kalitris,木ᴷᴬᴸ,0,kalitris,541
kamerops,木ᴷᴬᴹ,0,kamerops,542
karagan,木ᴷᴬᴿ,0,karagan,508
katalp,木ᴷᴬᵀ,0,katalp,483
kazuaren,木ᴷᴬᶻ,0,kazuaren,544
kenomel,木ᴷᴱᴺ,0,kenomel,510
klementin,木ᴷᴸᴱ,0,klementin,561
kokolob,木ᴷᴼᴷ,0,kokolob,511
kombret,木ᴷᴼᴹ,0,kombret,512
kopaifer,木ᴷᴼᴾ,0,kopaifer,545
krescenti,木ᴷᴿᴱ,0,krescenti,571
kaŭri,木ᴷᵁ̆,0,kau^ri,461
kebraĉ,木ᴷᶜ̂,0,kebrac^,484
miroksil,木ᴹᴵᴿ,0,miroksil,551
melaleŭk,木ᴹᵁ̆,0,melaleu^k,549
paŭlini,木ᴾᵁ̆,0,pau^lini,520
ramonĉ,木ᴿᶜ̂,0,ramonc^,497
tibuŝen,木ᵀˢ̂,0,tibus^en,527
meĥanism,机ᴹᴴ̂,0,meĥanism,2893
meĥanik,械ᴹᴴ̂,0,meĥanik,3833
vipur,毒蛇ⱽᵁ,0,vipur,7099
ĥaos,混乱ᴴ̂,0,h^aos,7140
greb,潜鸟ᴳᴿ,0,greb,6469
musket,火枪ᴹᵀ,0,musket,6643
demagogi,煽动ᴰᴵ,0,demagogi,6861
fizi,物理ᶠᴵ,0,fizi,3992
aŭstralopitek,猴ᴬᵁ̆,0,au^stralopitek,6925
glicerol,甘油ᴳᴸ,0,glicerol,6364
glicer,甘油ᴳᶜ,0,glicer,6365
tire,甲状ᵀᴱ,0,tire,5602
terapeŭtik,疗ᵀᵁ̆,0,terapeu^tik,5359
mega,百万ᴹᴳ,0,mega,2904
korelativ,相关ᴷᵀ,0,korelativ,6441
ŝort,短裤ˢ̂,0,s^ort,5936
zepelin,硬式飞艇,0,zepelin,7451
alce,立葵ᴬᶜ,0,alce,7073
ĉur,精液ᶜ̂,0,c^ur,5529
skizofreni,精神分裂,0,skizofreni,7503
papir,纸草ᴾᴬ,0,papir,6541
